"Affected Versions","Created","Fixed Version","Key","Project"
"14","2010-02-13T13:43:55","17","OPENJPA-1510","OpenJPA"
"12,14","2010-02-13T00:07:54","15","OPENJPA-1509","OpenJPA"
"14","2010-02-12T03:20:55","15","OPENJPA-1507","OpenJPA"
"15","2010-02-11T16:17:30","16","OPENJPA-1506","OpenJPA"
"14","2010-02-10T17:37:06","15","OPENJPA-1504","OpenJPA"
"","2010-02-09T18:43:32","16","OPENJPA-1503","OpenJPA"
"13,17","2010-02-08T22:40:45","18","OPENJPA-1501","OpenJPA"
"7,13","2010-02-08T22:10:26","16","OPENJPA-1500","OpenJPA"
"14","2010-02-05T06:00:56","15","OPENJPA-1496","OpenJPA"
"14","2010-02-03T06:17:15","15","OPENJPA-1494","OpenJPA"
"14","2010-02-01T17:15:35","16","OPENJPA-1491","OpenJPA"
"14,15","2010-01-28T16:55:12","16","OPENJPA-1486","OpenJPA"
"14","2010-01-27T16:14:45","15","OPENJPA-1485","OpenJPA"
"14","2010-01-26T18:36:06","15","OPENJPA-1483","OpenJPA"
"12,13,14","2010-01-26T18:04:15","16","OPENJPA-1482","OpenJPA"
"12","2010-01-22T12:35:29","14","OPENJPA-1478","OpenJPA"
"","2010-01-21T19:36:52","16","OPENJPA-1477","OpenJPA"
"9,11,12","2010-01-18T19:26:40","14","OPENJPA-1467","OpenJPA"
"","2010-01-15T19:10:48","14","OPENJPA-1464","OpenJPA"
"12","2010-01-15T02:50:30","13","OPENJPA-1461","OpenJPA"
"12,14","2010-01-14T23:29:42","16","OPENJPA-1460","OpenJPA"
"12","2010-01-13T19:21:11","16","OPENJPA-1458","OpenJPA"
"12","2010-01-02T18:53:10","13","OPENJPA-1452","OpenJPA"
"12","2009-12-23T03:12:35","13","OPENJPA-1442","OpenJPA"
"12","2009-12-16T16:55:31","13","OPENJPA-1435","OpenJPA"
"12","2009-12-16T04:26:54","16","OPENJPA-1432","OpenJPA"
"12","2009-12-15T18:44:55","13","OPENJPA-1431","OpenJPA"
"","2009-12-11T00:36:47","14","OPENJPA-1425","OpenJPA"
"10","2009-12-10T18:33:30","18","OPENJPA-1424","OpenJPA"
"12","2009-12-03T23:14:33","13","OPENJPA-1413","OpenJPA"
"12,14,15","2009-12-02T18:13:44","16","OPENJPA-1410","OpenJPA"
"","2009-12-01T21:35:55","14","OPENJPA-1409","OpenJPA"
"12","2009-11-25T22:55:41","13","OPENJPA-1401","OpenJPA"
"10,12","2009-11-23T22:19:10","13","OPENJPA-1400","OpenJPA"
"10,12","2009-11-19T13:43:43","13","OPENJPA-1397","OpenJPA"
"12","2009-11-19T05:58:51","13","OPENJPA-1396","OpenJPA"
"12","2009-11-18T15:38:01","13","OPENJPA-1394","OpenJPA"
"12","2009-11-18T00:18:12","13","OPENJPA-1392","OpenJPA"
"12","2009-11-17T20:43:52","13","OPENJPA-1391","OpenJPA"
"12","2009-11-17T18:07:30","13","OPENJPA-1390","OpenJPA"
"","2009-11-16T18:14:02","13","OPENJPA-1388","OpenJPA"
"12,24","2009-11-13T14:50:35","24","OPENJPA-1387","OpenJPA"
"12","2009-11-13T05:46:22","13","OPENJPA-1386","OpenJPA"
"12","2009-11-12T22:35:25","13","OPENJPA-1385","OpenJPA"
"10","2009-11-12T18:43:45","13","OPENJPA-1384","OpenJPA"
"11","2009-11-12T15:02:32","13","OPENJPA-1383","OpenJPA"
"10","2009-11-11T00:54:42","13","OPENJPA-1380","OpenJPA"
"12","2009-11-09T20:47:12","13","OPENJPA-1379","OpenJPA"
"12","2009-11-06T22:43:57","13","OPENJPA-1377","OpenJPA"
"10,12,20","2009-11-04T23:49:17","21","OPENJPA-1376","OpenJPA"
"12","2009-11-04T21:56:14","13","OPENJPA-1375","OpenJPA"
"10,12","2009-10-31T21:26:20","20","OPENJPA-1372","OpenJPA"
"12","2009-10-30T22:51:47","16","OPENJPA-1371","OpenJPA"
"12","2009-10-30T20:40:25","13","OPENJPA-1370","OpenJPA"
"9,10,11,12,14","2009-10-30T13:00:06","15","OPENJPA-1367","OpenJPA"
"13","2009-10-23T15:53:05","16","OPENJPA-1360","OpenJPA"
"","2009-10-19T18:29:36","13","OPENJPA-1354","OpenJPA"
"12","2009-10-15T06:50:33","13","OPENJPA-1352","OpenJPA"
"12","2009-10-14T23:30:39","13","OPENJPA-1351","OpenJPA"
"7,10,12","2009-10-14T15:58:10","15","OPENJPA-1350","OpenJPA"
"11,12","2009-10-12T00:51:17","13","OPENJPA-1344","OpenJPA"
"8,10","2009-09-25T18:38:22","13","OPENJPA-1328","OpenJPA"
"10","2009-09-23T15:42:32","13","OPENJPA-1326","OpenJPA"
"12","2009-09-23T14:19:06","14","OPENJPA-1325","OpenJPA"
"10","2009-09-21T18:43:05","12","OPENJPA-1321","OpenJPA"
"7,10,11,12","2009-09-18T14:23:43","13","OPENJPA-1308","OpenJPA"
"6,7,10,11","2009-09-15T18:48:53","12","OPENJPA-1302","OpenJPA"
"6,7,10,11","2009-09-11T23:10:43","12","OPENJPA-1295","OpenJPA"
"12","2009-09-11T21:59:51","13","OPENJPA-1294","OpenJPA"
"12","2009-09-11T18:58","14","OPENJPA-1293","OpenJPA"
"12,13","2009-09-09T19:49:55","14","OPENJPA-1289","OpenJPA"
"11","2009-09-03T21:49:58","12","OPENJPA-1286","OpenJPA"
"6,7,10,12","2009-09-02T21:19:57","12","OPENJPA-1284","OpenJPA"
"11","2009-09-02T21:14:46","12","OPENJPA-1283","OpenJPA"
"11","2009-09-02T01:44:19","12","OPENJPA-1281","OpenJPA"
"11","2009-09-01T19:47:30","12","OPENJPA-1279","OpenJPA"
"11","2009-08-28T04:25:27","12","OPENJPA-1269","OpenJPA"
"11","2009-08-19T21:04:55","12","OPENJPA-1256","OpenJPA"
"9,11,12","2009-08-19T15:18:05","12","OPENJPA-1253","OpenJPA"
"11","2009-08-17T16:44:47","12","OPENJPA-1250","OpenJPA"
"6,8,10,13","2009-08-15T11:04:05","16","OPENJPA-1248","OpenJPA"
"11","2009-08-12T21:41:39","12","OPENJPA-1242","OpenJPA"
"","2009-08-09T20:38:17","16","OPENJPA-1234","OpenJPA"
"11","2009-08-07T19:34:36","12","OPENJPA-1232","OpenJPA"
"10","2009-08-05T16:26:53","12","OPENJPA-1227","OpenJPA"
"","2009-08-05T00:12:48","24","OPENJPA-1226","OpenJPA"
"10","2009-08-04T01:57:53","13","OPENJPA-1224","OpenJPA"
"9,11,17","2009-07-31T21:44:50","12","OPENJPA-1218","OpenJPA"
"11","2009-07-30T14:35:03","12","OPENJPA-1211","OpenJPA"
"10","2009-07-29T17:04","16","OPENJPA-1205","OpenJPA"
"","2009-07-29T05:40:52","12","OPENJPA-1204","OpenJPA"
"8,10","2009-07-28T18:17:29","12","OPENJPA-1201","OpenJPA"
"11","2009-07-28T17:45:50","12","OPENJPA-1200","OpenJPA"
"7,10","2009-07-27T15:38:41","12","OPENJPA-1197","OpenJPA"
"12","2009-07-20T16:47:38","15","OPENJPA-1185","OpenJPA"
"10","2009-07-20T15:55:45","12","OPENJPA-1184","OpenJPA"
"","2009-07-08T22:00:13","12","OPENJPA-1168","OpenJPA"
"","2009-07-08T15:31:56","12","OPENJPA-1163","OpenJPA"
"12","2009-06-22T18:51:46","16","OPENJPA-1142","OpenJPA"
"8","2009-06-19T15:35:19","13","OPENJPA-1141","OpenJPA"
"10,17","2009-06-06T08:54:55","12","OPENJPA-1127","OpenJPA"
"10","2009-06-05T11:17:40","16","OPENJPA-1121","OpenJPA"
"6,7,10,17","2009-06-05T09:17:41","12","OPENJPA-1120","OpenJPA"
"11","2009-06-03T13:38:56","12","OPENJPA-1116","OpenJPA"
"10,11","2009-05-22T13:12:16","12","OPENJPA-1100","OpenJPA"
"9,13","2009-05-21T13:45:28","16","OPENJPA-1097","OpenJPA"
"10,11","2009-05-15T17:32:28","17","OPENJPA-1091","OpenJPA"
"11","2009-05-08T15:16:54","16","OPENJPA-1074","OpenJPA"
"10,11","2009-05-07T10:28:46","11","OPENJPA-1070","OpenJPA"
"7,10,11","2009-05-06T15:58:41","11","OPENJPA-1067","OpenJPA"
"8,10","2009-05-05T18:26:31","12","OPENJPA-1061","OpenJPA"
"","2009-04-29T16:41:12","11","OPENJPA-1054","OpenJPA"
"3,11","2009-04-28T16:13:17","11","OPENJPA-1051","OpenJPA"
"10,11","2009-04-22T23:57:50","12","OPENJPA-1049","OpenJPA"
"","2009-04-15T08:33:30","11","OPENJPA-1039","OpenJPA"
"","2009-04-09T19:18:53","11","OPENJPA-1031","OpenJPA"
"10,11","2009-04-07T07:13:37","11","OPENJPA-1025","OpenJPA"
"10,11","2009-04-03T17:18:23","16","OPENJPA-1020","OpenJPA"
"10","2009-03-29T20:03:01","15","OPENJPA-1001","OpenJPA"
"8,10","2009-03-20T13:23:07","13","OPENJPA-993","OpenJPA"
"","2009-03-16T20:24:46","11","OPENJPA-981","OpenJPA"
"","2009-03-10T23:31:59","12","OPENJPA-973","OpenJPA"
"8","2009-03-10T16:32:15","10","OPENJPA-970","OpenJPA"
"8","2009-03-05T16:38:40","10","OPENJPA-955","OpenJPA"
"10,11,19","2009-03-03T17:01:44","11","OPENJPA-951","OpenJPA"
"6,7,8","2009-03-01T22:35:34","11","OPENJPA-947","OpenJPA"
"3,4,5,6,7,8","2009-02-26T18:58:03","14","OPENJPA-944","OpenJPA"
"8,11","2009-02-25T07:58:07","20","OPENJPA-940","OpenJPA"
"8","2009-02-21T11:59:39","16","OPENJPA-935","OpenJPA"
"8,11","2009-02-21T08:24:36","11","OPENJPA-933","OpenJPA"
"8,9,11","2009-02-20T19:50:11","12","OPENJPA-932","OpenJPA"
"8,9,10,11","2009-02-18T06:43:03","10","OPENJPA-925","OpenJPA"
"8,11","2009-02-16T16:38:58","28","OPENJPA-922","OpenJPA"
"8","2009-02-10T14:59:13","10","OPENJPA-917","OpenJPA"
"6,8,11","2009-02-09T19:46:22","10","OPENJPA-916","OpenJPA"
"8","2009-02-09T06:51:26","10","OPENJPA-913","OpenJPA"
"8,9,10,11","2009-02-08T01:33:18","10","OPENJPA-912","OpenJPA"
"8","2009-02-04T19:16:01","10","OPENJPA-898","OpenJPA"
"6,7,8","2009-02-04T16:39:44","11","OPENJPA-896","OpenJPA"
"6,7,8,9,11","2009-02-02T21:31:16","12","OPENJPA-890","OpenJPA"
"8,9,10,11","2009-01-30T14:38:47","10","OPENJPA-884","OpenJPA"
"8,9,10,11","2009-01-30T13:43:54","11","OPENJPA-883","OpenJPA"
"8","2009-01-26T19:05:24","10","OPENJPA-873","OpenJPA"
"8,11","2009-01-23T15:37:26","22","OPENJPA-867","OpenJPA"
"8,11","2009-01-23T14:53:51","10","OPENJPA-866","OpenJPA"
"7,8","2009-01-21T23:30:21","9","OPENJPA-864","OpenJPA"
"8,11","2009-01-19T18:07:33","9","OPENJPA-863","OpenJPA"
"8","2009-01-15T15:48:42","9","OPENJPA-860","OpenJPA"
"8","2009-01-09T00:08:37","9","OPENJPA-853","OpenJPA"
"","2008-12-23T19:25:03","10","OPENJPA-845","OpenJPA"
"8","2008-12-19T18:51:31","10","OPENJPA-838","OpenJPA"
"8","2008-12-19T12:03:53","9","OPENJPA-836","OpenJPA"
"8,10,11","2008-12-18T23:07:23","9","OPENJPA-835","OpenJPA"
"","2008-12-16T01:26:35","24","OPENJPA-828","OpenJPA"
"","2008-12-11T04:09:15","9","OPENJPA-824","OpenJPA"
"","2008-12-04T20:19:14","9","OPENJPA-815","OpenJPA"
"8,11","2008-12-03T18:44:59","10","OPENJPA-811","OpenJPA"
"8","2008-11-27T16:41:30","9","OPENJPA-795","OpenJPA"
"8,10,11","2008-11-21T00:49:22","9","OPENJPA-777","OpenJPA"
"6,8,11","2008-11-19T03:40:32","16","OPENJPA-774","OpenJPA"
"","2008-11-10T20:57:22","9","OPENJPA-764","OpenJPA"
"8","2008-11-04T20:05:46","9","OPENJPA-762","OpenJPA"
"6,10,11,19","2008-11-04T18:02:13","9","OPENJPA-761","OpenJPA"
"","2008-10-30T05:19:16","9","OPENJPA-755","OpenJPA"
"","2008-10-23T20:01:40","9","OPENJPA-751","OpenJPA"
"","2008-10-17T20:26:28","9","OPENJPA-750","OpenJPA"
"8","2008-10-13T22:36:20","9","OPENJPA-745","OpenJPA"
"8,10,12,13,14,15","2008-10-07T22:15:36","16","OPENJPA-740","OpenJPA"
"8","2008-09-25T17:29:55","9","OPENJPA-733","OpenJPA"
"8,10","2008-09-19T17:24:32","9","OPENJPA-731","OpenJPA"
"","2008-09-17T10:42:04","9","OPENJPA-727","OpenJPA"
"8","2008-09-13T17:08:06","9","OPENJPA-724","OpenJPA"
"6,7,8,10,19","2008-09-10T15:36:30","9","OPENJPA-719","OpenJPA"
"3,6,8","2008-09-04T13:07:03","9","OPENJPA-715","OpenJPA"
"6,8","2008-09-04T12:37:58","13","OPENJPA-714","OpenJPA"
"7,8","2008-09-04T11:46:45","9","OPENJPA-713","OpenJPA"
"8","2008-09-03T08:26:10","9","OPENJPA-711","OpenJPA"
"3,4,5,6,7,8,10,19","2008-09-02T21:14:24","9","OPENJPA-710","OpenJPA"
"","2008-08-25T22:00:14","9","OPENJPA-705","OpenJPA"
"","2008-08-25T15:38:14","9","OPENJPA-702","OpenJPA"
"","2008-08-22T17:40:14","9","OPENJPA-700","OpenJPA"
"3","2008-08-22T17:24:33","9","OPENJPA-699","OpenJPA"
"","2008-08-22T15:41:50","9","OPENJPA-698","OpenJPA"
"3,4,5,6,7,8","2008-08-21T15:25:40","26","OPENJPA-696","OpenJPA"
"8","2008-08-19T17:32:40","9","OPENJPA-695","OpenJPA"
"","2008-08-13T01:08:41","9","OPENJPA-693","OpenJPA"
"","2008-08-09T19:13:09","9","OPENJPA-692","OpenJPA"
"","2008-08-08T20:04:46","9","OPENJPA-685","OpenJPA"
"8,10","2008-08-08T01:12:24","16","OPENJPA-680","OpenJPA"
"","2008-08-07T21:32:30","11","OPENJPA-679","OpenJPA"
"6","2008-08-07T18:31:23","9","OPENJPA-678","OpenJPA"
"6,8,10","2008-08-06T16:14:28","22","OPENJPA-677","OpenJPA"
"8","2008-08-06T15:29:48","10","OPENJPA-676","OpenJPA"
"","2008-08-06T01:02:49","8","OPENJPA-674","OpenJPA"
"1,2,3,4,5,6,7","2008-07-28T21:11:05","8","OPENJPA-669","OpenJPA"
"","2008-07-24T17:42:49","8","OPENJPA-665","OpenJPA"
"","2008-07-24T15:16:11","8","OPENJPA-664","OpenJPA"
"","2008-07-17T18:59:43","8","OPENJPA-662","OpenJPA"
"3,4,5,6,7,8,19","2008-07-16T10:09:58","8","OPENJPA-660","OpenJPA"
"6","2008-07-14T17:33:02","7","OPENJPA-659","OpenJPA"
"","2008-07-10T23:36:28","7","OPENJPA-657","OpenJPA"
"5,6,7,8","2008-07-02T17:40:44","9","OPENJPA-650","OpenJPA"
"6","2008-06-30T18:34:26","7","OPENJPA-647","OpenJPA"
"6,7","2008-06-26T20:01:07","7","OPENJPA-645","OpenJPA"
"","2008-06-24T16:43:55","7","OPENJPA-642","OpenJPA"
"5,6","2008-06-09T21:49","7","OPENJPA-630","OpenJPA"
"6","2008-06-09T16:04:49","8","OPENJPA-628","OpenJPA"
"6","2008-06-05T14:00:16","7","OPENJPA-625","OpenJPA"
"6,7,8","2008-06-04T19:47:01","7","OPENJPA-622","OpenJPA"
"6","2008-06-02T19:37:06","8","OPENJPA-619","OpenJPA"
"","2008-05-29T01:29:12","7","OPENJPA-617","OpenJPA"
"","2008-05-28T00:53:25","7","OPENJPA-614","OpenJPA"
"","2008-05-25T22:38:54","7","OPENJPA-612","OpenJPA"
"","2008-05-22T07:03:30","7","OPENJPA-607","OpenJPA"
"","2008-05-20T19:08:31","6","OPENJPA-605","OpenJPA"
"6","2008-05-14T09:51:23","7","OPENJPA-602","OpenJPA"
"","2008-05-08T21:21:05","7","OPENJPA-596","OpenJPA"
"4,5","2008-05-08T17:38:52","6","OPENJPA-594","OpenJPA"
"","2008-05-04T06:37","6","OPENJPA-590","OpenJPA"
"","2008-05-04T06:10:48","6","OPENJPA-589","OpenJPA"
"","2008-05-01T21:58:50","7","OPENJPA-586","OpenJPA"
"6,7,8","2008-04-23T13:54:45","7","OPENJPA-581","OpenJPA"
"","2008-04-23T02:38:36","9","OPENJPA-580","OpenJPA"
"6,8","2008-04-17T00:54:53","7","OPENJPA-574","OpenJPA"
"5,6","2008-04-16T22:20:14","11","OPENJPA-573","OpenJPA"
"5","2008-04-10T10:11:25","6","OPENJPA-567","OpenJPA"
"5,6,7","2008-04-09T03:38:10","6","OPENJPA-565","OpenJPA"
"5","2008-04-04T07:13:41","9","OPENJPA-557","OpenJPA"
"5","2008-04-02T19:47:11","6","OPENJPA-554","OpenJPA"
"5,6,7","2008-04-02T18:10:17","6","OPENJPA-552","OpenJPA"
"5","2008-04-01T16:39:25","8","OPENJPA-550","OpenJPA"
"","2008-03-27T21:43:02","6","OPENJPA-547","OpenJPA"
"3,4,5","2008-03-24T18:38:47","6","OPENJPA-543","OpenJPA"
"3,4,5","2008-03-24T18:14:07","6","OPENJPA-542","OpenJPA"
"3,4,5,6,7","2008-03-19T21:18:25","6","OPENJPA-540","OpenJPA"
"3,4,5","2008-03-17T10:24:39","6","OPENJPA-537","OpenJPA"
"5,7","2008-03-13T03:14:29","6","OPENJPA-536","OpenJPA"
"5","2008-03-11T16:16:57","6","OPENJPA-535","OpenJPA"
"3","2008-03-06T12:00:08","7","OPENJPA-533","OpenJPA"
"","2008-02-29T22:09:19","6","OPENJPA-528","OpenJPA"
"3,5,6,8","2008-02-27T19:28:05","20","OPENJPA-526","OpenJPA"
"3,5,6,10,17","2008-02-27T19:20:04","12","OPENJPA-525","OpenJPA"
"4","2008-02-15T23:05:38","6","OPENJPA-518","OpenJPA"
"3,4,5","2008-02-14T21:01:12","5","OPENJPA-516","OpenJPA"
"0,1,2,3,4","2008-02-08T00:43:47","6","OPENJPA-512","OpenJPA"
"4","2008-02-06T05:12:03","5","OPENJPA-511","OpenJPA"
"","2008-02-05T21:27:58","7","OPENJPA-509","OpenJPA"
"3,4","2008-02-01T20:45:49","5","OPENJPA-508","OpenJPA"
"4","2008-01-18T08:11:05","8","OPENJPA-497","OpenJPA"
"","2008-01-16T21:40:45","7","OPENJPA-495","OpenJPA"
"","2008-01-14T18:06:43","8","OPENJPA-485","OpenJPA"
"4,6","2008-01-11T15:31:07","6","OPENJPA-484","OpenJPA"
"4","2007-12-19T18:04:27","5","OPENJPA-471","OpenJPA"
"0,1,2,3,4","2007-12-19T11:35:27","7","OPENJPA-470","OpenJPA"
"3,4,6,8","2007-12-13T02:40:28","13","OPENJPA-466","OpenJPA"
"2","2007-12-06T14:56:33","7","OPENJPA-462","OpenJPA"
"3","2007-12-05T16:38:29","13","OPENJPA-459","OpenJPA"
"4","2007-12-03T21:47:17","7","OPENJPA-458","OpenJPA"
"3,4","2007-11-27T23:44:28","5","OPENJPA-455","OpenJPA"
"","2007-11-26T11:48:09","5","OPENJPA-452","OpenJPA"
"4","2007-11-19T19:50:59","5","OPENJPA-446","OpenJPA"
"0,1,2,3,4,5,6","2007-11-10T00:43:44","5","OPENJPA-439","OpenJPA"
"3,4,5,6","2007-11-08T14:23:02","5","OPENJPA-437","OpenJPA"
"3","2007-11-01T17:39:40","23","OPENJPA-428","OpenJPA"
"3,6","2007-11-01T13:58:20","5","OPENJPA-427","OpenJPA"
"3","2007-10-30T21:32:11","8","OPENJPA-425","OpenJPA"
"1,2,3","2007-10-28T13:58:06","4","OPENJPA-423","OpenJPA"
"3","2007-10-27T19:51:26","4","OPENJPA-422","OpenJPA"
"3,4,6","2007-10-27T00:35:24","4","OPENJPA-421","OpenJPA"
"0,1,2,3","2007-10-26T05:24:37","5","OPENJPA-419","OpenJPA"
"1,2,3","2007-10-24T18:07:27","4","OPENJPA-416","OpenJPA"
"3","2007-10-23T15:31:17","4","OPENJPA-413","OpenJPA"
"3,4,6","2007-10-19T13:25:13","4","OPENJPA-410","OpenJPA"
"3,4,6","2007-10-18T01:28:47","4","OPENJPA-409","OpenJPA"
"","2007-10-16T20:48:53","4","OPENJPA-405","OpenJPA"
"3","2007-10-12T15:35:41","5","OPENJPA-401","OpenJPA"
"4","2007-10-10T22:48:18","5","OPENJPA-399","OpenJPA"
"3","2007-10-08T15:18:08","4","OPENJPA-397","OpenJPA"
"3,4,6","2007-10-08T14:14:22","4","OPENJPA-396","OpenJPA"
"3,4,6","2007-10-08T14:03:55","4","OPENJPA-395","OpenJPA"
"0,1,2,3","2007-10-04T14:40:31","6","OPENJPA-392","OpenJPA"
"3,4,6","2007-10-01T19:49:53","4","OPENJPA-389","OpenJPA"
"3","2007-09-28T16:51:47","4","OPENJPA-388","OpenJPA"
"3","2007-09-28T01:24:51","4","OPENJPA-387","OpenJPA"
"2,3,5,6,10","2007-09-27T14:26:06","12","OPENJPA-386","OpenJPA"
"3,4,6","2007-09-26T14:04:52","4","OPENJPA-385","OpenJPA"
"","2007-09-24T16:12:04","21","OPENJPA-382","OpenJPA"
"0,1,2,3","2007-09-21T18:48:12","4","OPENJPA-380","OpenJPA"
"0,1,2,3","2007-09-21T05:18:25","4","OPENJPA-379","OpenJPA"
"3,4,6","2007-09-20T19:07:08","4","OPENJPA-378","OpenJPA"
"3,4,6","2007-09-18T17:39:17","4","OPENJPA-375","OpenJPA"
"3","2007-09-14T15:45:57","4","OPENJPA-369","OpenJPA"
"2,3","2007-09-13T14:04:52","4","OPENJPA-368","OpenJPA"
"3","2007-09-12T16:30:38","4","OPENJPA-367","OpenJPA"
"3","2007-09-12T14:27:11","5","OPENJPA-366","OpenJPA"
"","2007-09-12T01:58:22","7","OPENJPA-365","OpenJPA"
"0,1,2,3","2007-09-09T20:43:38","4","OPENJPA-363","OpenJPA"
"3","2007-09-09T14:06:10","4","OPENJPA-361","OpenJPA"
"3,4,6","2007-09-08T19:35:26","4","OPENJPA-360","OpenJPA"
"3","2007-09-08T05:03:51","6","OPENJPA-359","OpenJPA"
"2,3","2007-09-07T22:56:25","4","OPENJPA-357","OpenJPA"
"0,1,2,3","2007-09-07T19:26:39","4","OPENJPA-356","OpenJPA"
"3","2007-09-07T07:41:06","4","OPENJPA-355","OpenJPA"
"3","2007-09-06T21:48:15","4","OPENJPA-353","OpenJPA"
"3","2007-09-05T09:09:50","7","OPENJPA-349","OpenJPA"
"3","2007-08-30T21:18:44","4","OPENJPA-347","OpenJPA"
"3","2007-08-30T18:38","4","OPENJPA-346","OpenJPA"
"0,1,2,3","2007-08-30T16:23:44","35","OPENJPA-345","OpenJPA"
"2,3","2007-08-29T13:15:21","4","OPENJPA-343","OpenJPA"
"","2007-08-28T15:40:33","7","OPENJPA-340","OpenJPA"
"2","2007-08-27T17:21:57","4","OPENJPA-339","OpenJPA"
"3","2007-08-24T20:58:28","4","OPENJPA-335","OpenJPA"
"2,3","2007-08-23T21:08:21","5","OPENJPA-331","OpenJPA"
"2","2007-08-22T03:58:36","4","OPENJPA-326","OpenJPA"
"2","2007-08-17T22:00","3","OPENJPA-321","OpenJPA"
"2","2007-08-16T20:39:23","3","OPENJPA-320","OpenJPA"
"","2007-08-14T17:34:24","3","OPENJPA-314","OpenJPA"
"","2007-08-10T23:14:33","3","OPENJPA-313","OpenJPA"
"0,1,2,3","2007-08-09T19:51:37","3","OPENJPA-311","OpenJPA"
"0,1,2","2007-08-07T00:15:35","3","OPENJPA-308","OpenJPA"
"2","2007-07-31T15:33:10","3","OPENJPA-304","OpenJPA"
"2,3","2007-07-30T20:51:47","3","OPENJPA-303","OpenJPA"
"1","2007-07-25T16:15:24","3","OPENJPA-295","OpenJPA"
"2","2007-07-19T20:23:13","3","OPENJPA-287","OpenJPA"
"","2007-07-09T15:59:41","4","OPENJPA-282","OpenJPA"
"2","2007-07-09T14:09:24","3","OPENJPA-281","OpenJPA"
"0,1,2","2007-07-05T20:49:46","3","OPENJPA-278","OpenJPA"
"0,1,2","2007-07-01T20:25:59","3","OPENJPA-274","OpenJPA"
"2","2007-06-29T18:53:18","3","OPENJPA-272","OpenJPA"
